INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
198948498,2019-06-25,16:48:00,QUEENS,108,0,PVT HOUSE,False,65+,M,UNKNOWN,45-64,F,WHITE,1009240.625,212323.796875,40.74942924700008,-73.90980705299995,POINT (-73.90980705299995 40.74942924700008)
197953470,2019-06-02,01:56:00,BRONX,41,0,,False,,,,18-24,M,WHITE HISPANIC,1011153.25,235311.59375,40.812519018000046,-73.90281209999995,POINT (-73.90281209999995 40.812519018000046)
194226977,2019-03-02,04:20:00,QUEENS,113,0,,False,,,,18-24,M,BLACK,1041582.0,183607.0,40.67045812200007,-73.79332768599994,POINT (-73.79332768599994 40.67045812200007)
206824627,2019-12-23,05:28:00,BRONX,48,0,,False,,,,25-44,M,BLACK,1011829.3125,248085.53125,40.84757771500006,-73.90031727999997,POINT (-73.90031727999997 40.84757771500006)
204493624,2019-11-06,21:21:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,WHITE HISPANIC,1002013.375,185752.921875,40.67651600800008,-73.93596122499997,POINT (-73.93596122499997 40.67651600800008)
198159775,2019-06-06,17:30:00,BROOKLYN,70,0,,False,18-24,M,BLACK,18-24,M,BLACK,998712.0625,170676.59375,40.63514079700008,-73.94789538599997,POINT (-73.94789538599997 40.635140797000076)
197692916,2019-05-27,23:32:00,BRONX,42,0,,True,18-24,M,BLACK,18-24,M,BLACK,1013407.4375,243571.09375,40.83518183800004,-73.89463285199997,POINT (-73.89463285199997 40.83518183800004)
199134404,2019-06-30,03:33:00,STATEN ISLAND,120,0,,False,,,,18-24,M,BLACK,961585.5625,167099.921875,40.625306395000045,-74.08164819999996,POINT (-74.08164819999996 40.62530639500005)
206195057,2019-12-07,00:41:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1005529.8125,233942.734375,40.80877721400003,-73.92313138099996,POINT (-73.92313138099996 40.80877721400003)
202504683,2019-09-16,19:33:00,MANHATTAN,25,0,,False,,,,25-44,F,BLACK,1000558.0,231080.0,40.80093037300002,-73.94109824099996,POINT (-73.94109824099996 40.80093037300003)
205332522,2019-11-19,08:45:00,BROOKLYN,75,0,,True,,,,25-44,M,BLACK HISPANIC,1013590.1875,181762.59375,40.66553265800008,-73.89424209699996,POINT (-73.89424209699996 40.665532658000075)
203350417,2019-10-06,01:09:00,BROOKLYN,77,0,,False,,,,18-24,M,BLACK,995325.0,185155.0,40.674885741000026,-73.96007501899999,POINT (-73.96007501899999 40.674885741000026)
203348699,2019-10-04,01:51:00,BRONX,43,0,,False,,,,25-44,M,BLACK,1021154.75,242971.578125,40.83350736700004,-73.86663909499998,POINT (-73.86663909499998 40.83350736700004)
206821821,2019-12-21,04:30:00,BROOKLYN,78,1,,False,,,,25-44,M,BLACK HISPANIC,991724.0,186291.0,40.67800757700008,-73.97305570499998,POINT (-73.97305570499998 40.67800757700007)
201852752,2019-08-31,15:50:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1002397.3125,189962.546875,40.688069692000056,-73.93456572399998,POINT (-73.93456572399998 40.688069692000056)
200331333,2019-07-27,22:53:00,BROOKLYN,73,0,,False,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1011786.0,178738.0,40.65723661300007,-73.90075779799997,POINT (-73.90075779799997 40.657236613000066)
199134403,2019-06-29,18:39:00,BROOKLYN,83,0,,False,45-64,M,BLACK,25-44,M,BLACK,1003824.5,192761.828125,40.695750030000056,-73.92941142999997,POINT (-73.92941142999996 40.695750030000056)
202458696,2019-09-13,20:47:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,45-64,M,BLACK,998367.625,189350.171875,40.68639620700003,-73.94909728199997,POINT (-73.94909728199997 40.68639620700004)
201384509,2019-08-20,20:08:00,QUEENS,103,0,,True,,,,25-44,M,BLACK,1039545.5625,192114.796875,40.69382298600004,-73.80059891599996,POINT (-73.80059891599996 40.69382298600005)
200056608,2019-07-19,20:54:00,BRONX,42,0,,False,,,,18-24,M,BLACK,1010567.0,240691.0,40.827285732000064,-73.90490886099997,POINT (-73.90490886099997 40.827285732000064)
200725654,2019-08-05,01:52:00,BROOKLYN,77,0,,False,,,,25-44,M,BLACK,1004964.0,183810.0,40.67117671300008,-73.92532965699996,POINT (-73.92532965699996 40.67117671300008)
198295765,2019-06-10,00:55:00,BROOKLYN,83,0,,False,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1006847.0,192241.0,40.69431327700005,-73.91851337199995,POINT (-73.91851337199995 40.69431327700005)
199325322,2019-07-05,03:36:00,BROOKLYN,71,0,,False,,,,25-44,M,BLACK,1002881.875,181672.375,40.66531403600004,-73.93284140199995,POINT (-73.93284140199995 40.66531403600004)
201982888,2019-09-04,20:00:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK,1021152.8125,182356.640625,40.66713489200004,-73.86697872099995,POINT (-73.86697872099995 40.667134892000036)
199786226,2019-07-15,00:07:00,BROOKLYN,73,0,,False,,,,18-24,M,BLACK,1009868.75,180290.296875,40.661503080000045,-73.90766193699993,POINT (-73.90766193699994 40.661503080000045)
201436772,2019-08-21,23:34:00,STATEN ISLAND,120,0,GROCERY/BODEGA,False,<18,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,951231.6875,170429.484375,40.63441279500006,-74.11896342799997,POINT (-74.11896342799997 40.63441279500006)
194525841,2019-03-09,15:40:00,QUEENS,109,0,,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1032664.9375,219163.359375,40.76810484000004,-73.82521659699995,POINT (-73.82521659699995 40.768104840000035)
200839849,2019-07-07,20:20:00,QUEENS,102,0,HOSPITAL,False,,,,25-44,F,BLACK,1035309.625,194572.28125,40.70059364700006,-73.81585554699996,POINT (-73.81585554699996 40.70059364700006)
201089981,2019-08-13,23:40:00,MANHATTAN,30,0,,False,,,,25-44,M,WHITE HISPANIC,999924.4375,241388.0,40.82922409500002,-73.94336254599993,POINT (-73.94336254599995 40.82922409500003)
198052648,2019-06-04,19:58:00,BRONX,52,0,,False,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1011094.6875,253282.5,40.861844104000056,-73.90295173699997,POINT (-73.90295173699997 40.861844104000056)
195013387,2019-03-21,18:20:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,WHITE HISPANIC,<18,M,BLACK,1005385.8125,235950.296875,40.81428776000007,-73.92364523699996,POINT (-73.92364523699996 40.81428776000007)
193517125,2019-02-12,18:10:00,QUEENS,102,0,,False,25-44,M,BLACK,UNKNOWN,M,WHITE,1032234.0,192287.0,40.69433830500003,-73.82696399999996,POINT (-73.82696399999998 40.69433830500003)
198255468,2019-06-09,22:13:00,QUEENS,103,2,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,1041409.3125,193095.203125,40.69650212600004,-73.79386971199993,POINT (-73.79386971199995 40.69650212600004)
199637606,2019-07-11,21:45:00,BRONX,46,0,,True,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1012078.4375,252019.21875,40.85837373200008,-73.89940050199993,POINT (-73.89940050199993 40.858373732000075)
197293450,2019-05-16,20:15:00,BROOKLYN,79,0,,False,<18,M,BLACK,<18,M,BLACK,1000421.6875,192119.546875,40.69399398900004,-73.94168426899995,POINT (-73.94168426899995 40.693993989000035)
201856914,2019-09-02,03:42:00,BROOKLYN,83,0,,True,,,,18-24,M,WHITE HISPANIC,1010169.8125,192776.6875,40.695774507000074,-73.90652877299993,POINT (-73.90652877299993 40.69577450700007)
199844336,2019-07-16,21:30:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1000101.5,229680.1875,40.79708909900006,-73.94275038599993,POINT (-73.94275038599994 40.79708909900006)
191739126,2019-01-01,02:19:00,BRONX,46,2,MULTI DWELL - APT BUILD,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1013072.25,251275.828125,40.85633016000003,-73.89581102799998,POINT (-73.89581102799997 40.856330160000034)
196095819,2019-04-16,17:12:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,True,,,,18-24,M,BLACK,1003788.6875,183567.859375,40.67051476300002,-73.92956723399993,POINT (-73.92956723399993 40.67051476300003)
199061351,2019-06-28,00:26:00,BROOKLYN,83,0,,False,18-24,M,BLACK,<18,M,WHITE HISPANIC,1003822.75,194496.84375,40.70051224700006,-73.92941269899995,POINT (-73.92941269899995 40.70051224700006)
198405079,2019-06-12,22:57:00,BROOKLYN,61,0,,False,25-44,M,BLACK,25-44,M,BLACK,1000565.5,156826.109375,40.59712086700006,-73.94125101699996,POINT (-73.94125101699996 40.59712086700006)
204971624,2019-11-10,02:48:00,MANHATTAN,34,0,,False,25-44,M,BLACK,18-24,M,BLACK,1004257.625,254744.59375,40.865875251000034,-73.92766491199995,POINT (-73.92766491199995 40.865875251000034)
199046251,2019-06-27,00:15:00,BRONX,46,0,,False,,,,25-44,M,BLACK,1005724.9375,249742.046875,40.85214131600002,-73.92237594899996,POINT (-73.92237594899996 40.85214131600003)
204294841,2019-10-25,19:43:00,BRONX,46,0,,False,25-44,M,BLACK,18-24,M,BLACK,1012247.9375,251807.0,40.857790720000025,-73.89878863999996,POINT (-73.89878863999996 40.857790720000025)
195553175,2019-04-03,14:00:00,BRONX,42,0,,True,25-44,M,BLACK,25-44,M,BLACK,1011133.6875,241667.609375,40.82996453700008,-73.90285730799997,POINT (-73.90285730799997 40.82996453700009)
206891917,2019-12-31,20:14:00,BROOKLYN,73,0,,False,,,,25-44,M,BLACK,1007235.0,179931.90625,40.66052660500003,-73.91715616699997,POINT (-73.91715616699997 40.66052660500003)
193732895,2019-02-18,18:16:00,BRONX,47,0,,False,45-64,M,BLACK,25-44,F,BLACK,1028856.6875,263945.6875,40.89103933800004,-73.83866713999998,POINT (-73.83866713999998 40.89103933800004)
201858654,2019-09-02,04:17:00,QUEENS,102,0,,False,,,,25-44,M,WHITE HISPANIC,1034150.0,193486.0,40.69761867900007,-73.82004575599996,POINT (-73.82004575599996 40.69761867900008)
201858654,2019-09-02,04:17:00,QUEENS,102,0,,False,,,,25-44,M,ASIAN / PACIFIC ISLANDER,1034150.0,193486.0,40.69761867900007,-73.82004575599996,POINT (-73.82004575599996 40.69761867900008)
201291290,2019-08-16,22:25:00,BRONX,52,0,,True,UNKNOWN,M,BLACK,25-44,M,WHITE HISPANIC,1014313.375,254675.796875,40.86565790600008,-73.89130920299993,POINT (-73.89130920299993 40.86565790600008)
202504682,2019-09-16,00:20:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,990325.0,192487.078125,40.69501546600002,-73.97809388299999,POINT (-73.97809388299999 40.69501546600003)
203041427,2019-09-27,21:45:00,QUEENS,101,0,,False,18-24,M,BLACK,25-44,F,BLACK,1051161.75,155661.03125,40.59368541500004,-73.75907127899995,POINT (-73.75907127899995 40.59368541500004)
199247701,2019-07-03,00:04:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK,999925.3125,214506.8125,40.755442491000046,-73.94342211899993,POINT (-73.94342211899993 40.75544249100005)
201664631,2019-08-27,21:50:00,BRONX,49,0,,False,,,,25-44,M,BLACK,1020762.0,245865.328125,40.84145149700004,-73.86804261699997,POINT (-73.86804261699996 40.84145149700004)
201573939,2019-08-25,01:20:00,QUEENS,115,0,,False,18-24,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1021994.0,213267.953125,40.75197547700003,-73.86377323599999,POINT (-73.86377323599999 40.75197547700003)
199744074,2019-07-14,01:30:00,BROOKLYN,81,0,,False,,,,25-44,M,BLACK HISPANIC,1004748.0,188134.0,40.68304561800005,-73.92609516299996,POINT (-73.92609516299996 40.68304561800005)
204458419,2019-11-02,10:37:00,BRONX,47,0,,False,25-44,M,BLACK,25-44,M,BLACK,1025537.8125,259944.46875,40.88007341300005,-73.85069555199993,POINT (-73.85069555199993 40.88007341300005)
195744020,2019-04-08,21:35:00,BROOKLYN,79,0,GROCERY/BODEGA,False,,,,25-44,M,BLACK,997892.3125,189415.53125,40.68657634900006,-73.95081099199997,POINT (-73.95081099199996 40.68657634900006)
194570529,2019-03-11,16:30:00,BROOKLYN,81,0,,False,<18,M,UNKNOWN,25-44,M,BLACK,1001181.0,189778.0,40.68756556300008,-73.93895197599994,POINT (-73.93895197599994 40.68756556300008)
206195060,2019-12-07,00:23:00,QUEENS,115,0,,False,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1022420.0,212521.9375,40.749926026000026,-73.86223992399994,POINT (-73.86223992399994 40.749926026000026)
199742303,2019-07-12,22:50:00,QUEENS,115,0.0,,False,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1019596.375,213313.53125,40.75211048600005,-73.87242665399998,POINT (-73.87242665399998 40.75211048600005)
198858229,2019-06-23,02:15:00,BRONX,46,0.0,,False,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1011477.25,250771.765625,40.854951722000074,-73.90157888499994,POINT (-73.90157888499994 40.85495172200007)
201291290,2019-08-16,22:25:00,BRONX,52,0.0,,True,UNKNOWN,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1014313.375,254675.796875,40.86565790600008,-73.89130920299993,POINT (-73.89130920299993 40.86565790600008)
198350536,2019-06-11,21:41:00,BROOKLYN,75,0.0,,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1020214.0625,183053.265625,40.66905083400008,-73.870358889,POINT (-73.870358889 40.669050834000075)
192978312,2019-01-31,00:15:00,MANHATTAN,33,0.0,,True,,,,25-44,M,WHITE HISPANIC,1000037.9375,243153.453125,40.834069554000045,-73.94294826399994,POINT (-73.94294826399994 40.83406955400005)
194626068,2019-03-12,01:00:00,BROOKLYN,73,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1009652.9375,183399.421875,40.670037556000075,-73.90842808999997,POINT (-73.90842808999997 40.67003755600007)
204434561,2019-10-31,19:03:00,BRONX,42,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,F,BLACK,25-44,M,BLACK,1010674.4375,239150.078125,40.82305602100007,-73.90452671999996,POINT (-73.90452671999998 40.82305602100007)
201858653,2019-09-02,02:57:00,BROOKLYN,70,0.0,,False,,,,45-64,M,WHITE HISPANIC,996636.5,172210.5,40.63935418800003,-73.95537071199993,POINT (-73.95537071199993 40.63935418800003)
192545748,2019-01-19,00:43:00,MANHATTAN,32,2.0,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,25-44,M,BLACK,1000000.5625,238478.328125,40.82123773800004,-73.94309430099997,POINT (-73.94309430099997 40.821237738000036)
193418291,2019-02-10,10:52:00,BRONX,42,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1010696.5625,241162.40625,40.82857922000005,-73.90443884799998,POINT (-73.90443884799998 40.82857922000005)
200995688,2019-08-10,22:51:00,BROOKLYN,67,0.0,,False,45-64,M,UNKNOWN,25-44,M,UNKNOWN,1001101.0625,174027.171875,40.64433319500006,-73.93927957999993,POINT (-73.93927957999995 40.64433319500006)
204971620,2019-11-10,19:30:00,BROOKLYN,71,0.0,SHOE STORE,False,18-24,M,BLACK,<18,M,BLACK,999380.0,181277.0,40.66423549600006,-73.94546506699999,POINT (-73.94546506699999 40.66423549600006)
198998742,2019-06-26,00:36:00,QUEENS,114,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1009077.0625,214329.359375,40.754934468000044,-73.91038996599997,POINT (-73.91038996599997 40.754934468000044)
204971624,2019-11-10,02:48:00,MANHATTAN,34,0.0,,False,25-44,M,BLACK,25-44,F,BLACK,1004257.625,254744.59375,40.865875251000034,-73.92766491199995,POINT (-73.92766491199995 40.865875251000034)
199323631,2019-07-05,02:45:00,MANHATTAN,25,0.0,,False,,,,25-44,M,BLACK,1000558.0,231080.0,40.80093037300002,-73.94109824099996,POINT (-73.94109824099996 40.80093037300003)
203041432,2019-09-27,20:03:00,QUEENS,101,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,1047439.4375,156662.75,40.59646224100004,-73.77246483599998,POINT (-73.77246483599998 40.59646224100004)
200331332,2019-07-28,01:54:00,BROOKLYN,69,0.0,,True,,,,18-24,M,BLACK,1010248.6875,170397.65625,40.634348826000064,-73.90633062899997,POINT (-73.90633062899997 40.634348826000064)
200995687,2019-08-11,04:00:00,QUEENS,113,0.0,,False,18-24,M,BLACK,<18,M,BLACK,1040791.1875,190159.1875,40.68844743300008,-73.79612347099999,POINT (-73.79612347099999 40.68844743300008)
199467222,2019-07-08,23:32:00,BRONX,48,0.0,,False,,,,<18,M,WHITE HISPANIC,1016293.3125,250009.078125,40.85284220800003,-73.88417317899997,POINT (-73.88417317899996 40.85284220800003)
203350418,2019-10-06,17:00:00,BROOKLYN,79,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,998286.25,189884.5625,40.68786311600008,-73.94938958399996,POINT (-73.94938958399996 40.687863116000074)
198998743,2019-06-26,20:45:00,BROOKLYN,81,0.0,,False,<18,M,BLACK,<18,M,BLACK,1004470.5625,187273.84375,40.680685322000045,-73.927098055,POINT (-73.92709805499999 40.680685322000045)
201851562,2019-08-30,17:44:00,BROOKLYN,75,0.0,,False,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1019354.5625,188600.53125,40.68428026300006,-73.87342829999993,POINT (-73.87342829999994 40.68428026300006)
200680424,2019-08-04,06:44:00,BROOKLYN,73,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,F,BLACK,1007915.375,183324.453125,40.669836599000064,-73.91469197199996,POINT (-73.91469197199996 40.66983659900007)
197016009,2019-05-09,09:23:00,BROOKLYN,75,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1012920.5,183086.3125,40.669168163000045,-73.89665041399996,POINT (-73.89665041399996 40.66916816300005)
197016008,2019-05-09,01:32:00,MANHATTAN,1,0.0,BAR/NIGHT CLUB,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK,982761.5,204594.59375,40.72824968200007,-74.005371928,POINT (-74.00537192799999 40.72824968200007)
203211777,2019-10-03,01:45:00,BROOKLYN,67,0.0,MULTI DWELL - APT BUILD,True,,,,25-44,M,BLACK,1004728.8125,174146.0,40.64465170600005,-73.92620682999996,POINT (-73.92620682999996 40.64465170600005)
197801426,2019-05-29,10:15:00,BROOKLYN,60,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,988806.1875,153479.796875,40.58794975400008,-73.98359733499996,POINT (-73.98359733499996 40.58794975400008)
194626070,2019-03-12,22:20:00,BROOKLYN,75,0.0,,False,,,,18-24,M,BLACK,1019191.25,182198.875,40.66670982000005,-73.87405032699996,POINT (-73.87405032699998 40.66670982000005)
199582060,2019-07-10,02:56:00,BROOKLYN,69,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1012579.3125,175844.984375,40.64929341800007,-73.89791074199997,POINT (-73.89791074199997 40.64929341800007)
199744071,2019-07-14,03:45:00,BRONX,45,0.0,,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1032140.5,242004.421875,40.83080006900008,-73.82694698699999,POINT (-73.82694698699999 40.83080006900008)
198948495,2019-06-25,01:20:00,QUEENS,109,0.0,,False,<18,M,ASIAN / PACIFIC ISLANDER,18-24,M,WHITE HISPANIC,1032806.9375,217853.734375,40.76450948600007,-73.82471341899996,POINT (-73.82471341899998 40.764509486000065)
198760073,2019-06-20,19:02:00,BROOKLYN,77,0.0,,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1002624.8125,183496.125,40.67032036000006,-73.93376303299993,POINT (-73.93376303299993 40.67032036000006)
195102370,2019-03-24,00:10:00,BROOKLYN,63,0.0,PVT HOUSE,False,,,,25-44,M,BLACK,1006739.125,165848.546875,40.62187208700004,-73.91899039999998,POINT (-73.91899039999998 40.62187208700004)
197953469,2019-06-01,23:11:00,BROOKLYN,75,0.0,RESTAURANT/DINER,False,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1012920.5,183086.3125,40.669168163000045,-73.89665041399996,POINT (-73.89665041399996 40.66916816300005)
198255457,2019-06-07,10:30:00,BROOKLYN,75,0.0,PVT HOUSE,False,25-44,M,BLACK,45-64,M,BLACK,1020467.1875,183148.46875,40.66931111300005,-73.86944591999996,POINT (-73.86944591999998 40.66931111300005)
200263247,2019-07-25,02:17:00,QUEENS,113,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1052412.375,191418.515625,40.69182211700007,-73.75420688999996,POINT (-73.75420688999998 40.69182211700007)
203676928,2019-10-12,06:55:00,BROOKLYN,77,0.0,BAR/NIGHT CLUB,False,45-64,M,BLACK,45-64,M,BLACK,1003550.0625,185644.921875,40.67621635600005,-73.93042149699994,POINT (-73.93042149699994 40.676216356000054)
205862273,2019-11-29,18:17:00,BROOKLYN,84,0.0,,False,,,,18-24,M,BLACK,988902.0,192641.0,40.69543880800006,-73.98322537599995,POINT (-73.98322537599995 40.69543880800006)
204971625,2019-11-10,14:03:00,BROOKLYN,63,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,18-24,F,BLACK,1004513.8125,165223.578125,40.62016204700007,-73.92700836299997,POINT (-73.92700836299997 40.620162047000065)
194570529,2019-03-11,16:30:00,BROOKLYN,81,0.0,,False,18-24,M,BLACK,25-44,M,BLACK,1001181.0,189778.0,40.68756556300008,-73.93895197599994,POINT (-73.93895197599994 40.68756556300008)
203041429,2019-09-29,18:30:00,STATEN ISLAND,120,0.0,,False,,,,<18,M,BLACK,962585.0,165738.0,40.62157070600006,-74.07804344,POINT (-74.07804343999999 40.62157070600006)
201291292,2019-08-18,02:30:00,BROOKLYN,73,0.0,,False,25-44,M,BLACK,18-24,M,BLACK,1006375.8125,181512.015625,40.66486584400008,-73.92024776699996,POINT (-73.92024776699998 40.664865844000076)
209536032,2019-11-21,05:30:00,BRONX,47,0.0,,False,45-64,M,BLACK,45-64,M,BLACK,1026803.9375,268648.34375,40.903956747000045,-73.84606165999996,POINT (-73.84606165999998 40.90395674700005)
195013384,2019-03-21,03:20:00,BRONX,44,0.0,,True,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1007022.0,243322.0,40.834516921000045,-73.91770925599997,POINT (-73.91770925599997 40.834516921000045)
206843363,2019-12-25,00:19:00,BROOKLYN,90,1.0,,False,,,,25-44,M,WHITE HISPANIC,998704.0,195811.0,40.70412913900003,-73.94787054699998,POINT (-73.94787054699998 40.70412913900003)
197381380,2019-05-18,09:53:00,MANHATTAN,32,0.0,,False,25-44,F,BLACK,45-64,F,BLACK,1000871.375,237254.90625,40.81787819300007,-73.93995106699998,POINT (-73.93995106699998 40.81787819300007)
199247701,2019-07-03,00:04:00,QUEENS,114,2.0,MULTI DWELL - PUBLIC HOUS,False,<18,M,WHITE,25-44,M,WHITE HISPANIC,999925.3125,214506.8125,40.755442491000046,-73.94342211899993,POINT (-73.94342211899993 40.75544249100005)
195854769,2019-04-10,16:11:00,BROOKLYN,67,0.0,,True,,,,18-24,M,BLACK,1000242.9375,171647.84375,40.63780404000005,-73.94237742399997,POINT (-73.94237742399997 40.637804040000056)
204464564,2019-11-04,13:40:00,BRONX,40,0.0,,True,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1008119.9375,238321.75,40.82078976700007,-73.91375938199997,POINT (-73.91375938199997 40.820789767000065)
197423972,2019-05-20,18:30:00,BRONX,45,0.0,MULTI DWELL - APT BUILD,False,,,,18-24,M,BLACK,1032380.0,259228.890625,40.87807471600007,-73.82595788299993,POINT (-73.82595788299994 40.87807471600007)
193118596,2019-02-02,19:40:00,MANHATTAN,23,0.0,,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,999347.1875,227794.875,40.79191574700008,-73.94547898299999,POINT (-73.94547898299999 40.791915747000075)
196680983,2019-05-02,00:19:00,BRONX,46,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1010447.1875,252191.4375,40.85885141200004,-73.90529686099995,POINT (-73.90529686099995 40.858851412000035)
193602933,2019-02-14,22:38:00,MANHATTAN,33,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1000606.6875,243285.46875,40.83443086400007,-73.94089263999997,POINT (-73.94089263999996 40.83443086400007)
199325319,2019-07-05,04:25:00,BRONX,52,0.0,,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1014383.75,256796.265625,40.87147770300004,-73.89104523099996,POINT (-73.89104523099996 40.87147770300004)
202804357,2019-09-23,11:45:00,MANHATTAN,23,2.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,18-24,M,BLACK HISPANIC,998950.5,229227.046875,40.79584734100007,-73.94690845799995,POINT (-73.94690845799994 40.79584734100007)
198107752,2019-06-05,12:20:00,BRONX,40,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,WHITE HISPANIC,<18,M,BLACK,1007372.625,232751.5,40.80550297600007,-73.91647860799996,POINT (-73.91647860799998 40.80550297600007)
200680423,2019-08-03,22:05:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK,999584.125,230371.125,40.79898644700006,-73.94461741699998,POINT (-73.94461741699996 40.79898644700006)
198055667,2019-06-04,02:00:00,BRONX,52,0.0,,False,,,,25-44,F,WHITE HISPANIC,1013735.125,255973.90625,40.86922277000008,-73.89339411499996,POINT (-73.89339411499998 40.86922277000008)
202457204,2019-09-13,17:53:00,BRONX,42,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1010688.0625,239926.953125,40.825188281000074,-73.90447442999994,POINT (-73.90447442999994 40.82518828100007)
195854214,2019-04-10,18:05:00,BRONX,48,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1015010.0625,250473.015625,40.854120141000074,-73.88880966199997,POINT (-73.88880966199997 40.85412014100007)
197254458,2019-05-15,19:08:00,BRONX,46,0.0,,False,UNKNOWN,U,UNKNOWN,<18,M,WHITE HISPANIC,1010606.0,250926.0,40.85537769300004,-73.90472771799993,POINT (-73.90472771799995 40.85537769300004)
202457203,2019-09-14,00:09:00,MANHATTAN,34,0.0,,True,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1003132.5625,249705.234375,40.852046201000064,-73.93174671099996,POINT (-73.93174671099996 40.852046201000064)
202770950,2019-09-22,20:17:00,QUEENS,113,0.0,,False,,,,25-44,M,BLACK,1049137.0,194504.0,40.700315647000025,-73.76598816099995,POINT (-73.76598816099994 40.700315647000025)
197953462,2019-06-01,14:14:00,QUEENS,101,0.0,,False,18-24,M,BLACK,45-64,F,WHITE,1052809.0,159159.390625,40.60327507900007,-73.75310452899998,POINT (-73.75310452899998 40.60327507900007)
197660694,2019-05-25,00:12:00,MANHATTAN,7,0.0,,False,,,,25-44,M,BLACK,988663.6875,200227.71875,40.71626268800002,-73.98407980799993,POINT (-73.98407980799993 40.71626268800003)
199467225,2019-07-08,17:40:00,BROOKLYN,71,0.0,MULTI DWELL - APT BUILD,True,18-24,M,BLACK,25-44,M,BLACK,1002948.4375,182617.640625,40.66790844000008,-73.93259885099997,POINT (-73.93259885099998 40.667908440000076)
